,date,tweet,language,hashtags,user_id_str,username,name,hour,link,nlikes,nretweets,search,se_ep,ep,season,episode 
21,10/16/09 21:45,"R is a very menacing letter  that's why they call it murder, not muckduck #theoffice",en,['theoffice'],14185490,MrMikeAlvarado,Mike Alvarado,21,https://twitter.com/MrMikeAlvarado/status/4926977560,0,0,#TheOffice,s6ep5,ep,6,5
22,10/16/09 21:43,"""Too many different words coming at me from too many different sentences."" #theoffice",en,['theoffice'],64423646,booknerdgirl,Chrissie Webb,21,https://twitter.com/booknerdgirl/status/4926923346,0,0,#TheOffice,s6ep5,ep,6,5
24,10/16/09 21:19,"Erin, coffee, not from the kitchen, stop n shop, if it's not stop n shop I send it back, #theoffice",en,['theoffice'],19247592,Mikey2004,Michael Thompson,21,https://twitter.com/Mikey2004/status/4926400663,0,0,#TheOffice,s6ep5,ep,6,5
25,10/16/09 21:13,"Jim's gone on his honeymoon, so I started borrowing his office to fart in. #theoffice",en,['theoffice'],19247592,Mikey2004,Michael Thompson,21,https://twitter.com/Mikey2004/status/4926250473,0,0,#TheOffice,s6ep5,ep,6,5
26,10/16/09 21:09,"I will have the spaghetti with a side salad, if the salad is on top, I send it back. #theoffice",en,['theoffice'],19247592,Mikey2004,Michael Thompson,21,https://twitter.com/Mikey2004/status/4926174512,0,0,#TheOffice,s6ep5,ep,6,5
27,10/16/09 21:08,"""R"" is among the most menacing of sounds, that's why it's called ""murder"" not ""mukduk"" #theoffice",en,['theoffice'],19247592,Mikey2004,Michael Thompson,21,https://twitter.com/Mikey2004/status/4926141611,0,0,#TheOffice,s6ep5,ep,6,5
28,10/16/09 20:38,D-Will and Rainn Wilson in the new NBA on TNT commercials. Pretty funny!  http://tinyurl.com/ygkkuls #Utah #Jazz #theoffice,en,"['utah', 'jazz', 'theoffice']",25576386,BigVicUT,🌹🌹BigVicUT🌹🌹,20,https://twitter.com/BigVicUT/status/4925400818,0,0,#TheOffice,s6ep5,ep,6,5
31,10/16/09 20:27,"Bears! Beets! Battlestar Galactica! LOL!!! I love The Office!!!! #theoffice and  OMG,  I love Creed! He is so weird n funny!",en,['theoffice'],35050842,vmlopez,Vee,20,https://twitter.com/vmlopez/status/4925141105,0,0,#TheOffice,s6ep5,ep,6,5
32,10/16/09 20:23,"#theoffice: ""The coalition for reason is extremely weak"" great Oscar line",en,['theoffice'],62302766,at_howard,Adam Howard,20,https://twitter.com/at_howard/status/4925036363,0,0,#TheOffice,s6ep5,ep,6,5
33,10/16/09 20:22,i just LOVE that Kevin get a bigger part on the new #theoffice episodes. Thank you for this funny character @BBBaumgartner Great acting!,en,['theoffice'],19747936,falexandrou,Fotis Alexandrou,20,https://twitter.com/falexandrou/status/4925025121,0,0,#TheOffice,s6ep5,ep,6,5
34,10/16/09 20:21,"IF THERE'S ONE THING I HATE MORE THAN THE MAFIA, ITS A LIAR. I WISH THE MAFIA WOULD GO OUT AND KILL ALL THE LIARS. #THEOFFICE",en,['theoffice'],19163467,The_Other_Ana,Ana,20,https://twitter.com/The_Other_Ana/status/4925003739,0,0,#TheOffice,s6ep5,ep,6,5
35,10/16/09 20:13,[Wrong!] Pam & Jim's wedding @ #TheOffice was one of the best episodes this season. @rainnwilson your th..  http://bit.ly/2PFWkI,en,['theoffice'],30297846,YourOrYoure,Your or You're?,20,https://twitter.com/YourOrYoure/status/4924810449,0,0,#TheOffice,s6ep5,ep,6,5
36,10/16/09 20:08,'R' is the most menacing sound in the English language. That's why it's 'murrrderrr' instead of 'muckduck' #theoffice,en,['theoffice'],16564748,mojotastic,Morgan Glennon 🎄,20,https://twitter.com/mojotastic/status/4924701954,0,0,#TheOffice,s6ep5,ep,6,5
38,10/16/09 20:01,TOTALLY AGREE #TheOffice  http://bit.ly/3CowoG,en,['theoffice'],14326465,n00tz,Rial Sloan II,20,https://twitter.com/n00tz/status/4924519571,0,0,#TheOffice,s6ep5,ep,6,5
39,10/16/09 19:46,"Michael Scott: I will have the spaghetti. With a side salad. If the salad is on top, I send it back. (via @TheOfficeQuotes) #theoffice",en,['theoffice'],43436493,koedee,Sarah Miller,19,https://twitter.com/koedee/status/4924168162,0,0,#TheOffice,s6ep5,ep,6,5
0,10/23/09 23:57,"The name Blind McSqueasy makes me laugh more than it should. Oh, & Jim freaking out, on Toby? Win. #TheOffice",en,['theoffice'],61916564,Turnbull85,Kate ♿️🧜‍♀️👩‍🎤,23,https://twitter.com/Turnbull85/status/5110531749,0,0,#TheOffice,s6ep6,ep,6,6
1,10/23/09 23:33,Haha Ryan started the fire #theoffice   http://bit.ly/1FIMng,en,['theoffice'],65790687,SaadiaSqueaks,do I look like I need your power?,23,https://twitter.com/SaadiaSqueaks/status/5110023472,0,0,#TheOffice,s6ep6,ep,6,6
2,10/23/09 23:32,"The Office: Season One: The Office: Season One starring Steve Carell, Rainn Wilson, B.J. Novak, ..  http://bit.ly/1g8zL8 #TheOffice #VS",en,"['theoffice', 'vs']",75195164,TheOffice_Vids,The Office by VS,23,https://twitter.com/TheOffice_Vids/status/5110007598,0,0,#TheOffice,s6ep6,ep,6,6
3,10/23/09 23:32,"Walk Hard: The Dewey Cox Story: Walk Hard: The Dewey Cox Story starring John C Reilly, Paul Rudd..  http://bit.ly/2BlNz7 #TheOffice #VS",en,"['theoffice', 'vs']",75195164,TheOffice_Vids,The Office by VS,23,https://twitter.com/TheOffice_Vids/status/5110004889,0,0,#TheOffice,s6ep6,ep,6,6
4,10/23/09 23:31,"Just randomly saw the episode of #theoffice where Jim first tells Pam hes in love with her but she's with whatshisface. Ugh, it was awesome.",en,['theoffice'],9755452,jesskry,Jess Krywosa,23,https://twitter.com/jesskry/status/5109998188,0,0,#TheOffice,s6ep6,ep,6,6
5,10/23/09 23:30,"#theoffice ""casino night"" episode makes me cry. everytime. #jimandpam",en,"['theoffice', 'jimandpam']",43436493,koedee,Sarah Miller,23,https://twitter.com/koedee/status/5109965361,0,0,#TheOffice,s6ep6,ep,6,6
6,10/23/09 23:29,YES! CASINO NIGHT RERUN! #THEOFFICE,en,['theoffice'],16477509,SheIsEmazing,Em (Cote de Pablo fan),23,https://twitter.com/SheIsEmazing/status/5109955731,0,0,#TheOffice,s6ep6,ep,6,6
7,10/23/09 23:26,watching #theoffice reruns. almost teared up when jim told pam he loved her at poker night.,en,['theoffice'],9339112,mamyjo,Amy Brown,23,https://twitter.com/mamyjo/status/5109895218,0,0,#TheOffice,s6ep6,ep,6,6
8,10/23/09 23:07,"One more.  ""Dwight picked the wrong day to put a wooden mallard in my office."" - Jim, #TheOffice",en,['theoffice'],17815597,alysanemormonts,a gingerbread girl,23,https://twitter.com/alysanemormonts/status/5109489481,0,0,#TheOffice,s6ep6,ep,6,6
9,10/23/09 22:59,"""Pamela Morgan Beesly, you need to apologize to your mother!"" - Michael Scott, #TheOffice. (I am soo dying of laughter right now)",en,['theoffice'],17815597,alysanemormonts,a gingerbread girl,22,https://twitter.com/alysanemormonts/status/5109310298,0,0,#TheOffice,s6ep6,ep,6,6
10,10/23/09 22:56,Oh man. Jenna Fischer owns this episode of #TheOffice.,en,['theoffice'],17815597,alysanemormonts,a gingerbread girl,22,https://twitter.com/alysanemormonts/status/5109252305,0,0,#TheOffice,s6ep6,ep,6,6
11,10/23/09 22:39,"Michael ""That could have gone 1 of 2 ways.. but i never expected her to get upset"" Lmao #theoffice",en,['theoffice'],21890683,MrAntony,Antony,22,https://twitter.com/MrAntony/status/5108885011,0,0,#TheOffice,s6ep6,ep,6,6
12,10/23/09 22:30,lmao at ryan wearing the #madmen fedora.  #theoffice,en,"['madmen', 'theoffice']",15160137,bchesnutt,Brandon Chesnutt,22,https://twitter.com/bchesnutt/status/5108688713,0,0,#TheOffice,s6ep6,ep,6,6
13,10/23/09 22:22,Also named Michael Scott ? : my high school class president.  #theoffice,en,['theoffice'],16043344,itsveronicafish,Veronica Fish,22,https://twitter.com/itsveronicafish/status/5108517960,0,0,#TheOffice,s6ep6,ep,6,6
14,10/23/09 22:12,umm YES! RT Would you be as upset as Pam if Michael was dating your mom?  http://officequotes.net/index.php #theoffice (via @officequotesnet),en,['theoffice'],49548960,RollingTay,Cytla | DRS spoilers,22,https://twitter.com/RollingTay/status/5108308173,0,0,#TheOffice,s6ep6,ep,6,6
15,10/23/09 21:53,Catching up on #theoffice is my favorite thing to do on #lazyfriday,en,"['theoffice', 'lazyfriday']",43419138,_strange_lights,Josh Brookshire,21,https://twitter.com/_strange_lights/status/5107906169,0,0,#TheOffice,s6ep6,ep,6,6
16,10/23/09 21:45,Just passed Stamford and totally thought of #TheOffice,en,['theoffice'],66250130,halesq,Hale Lake,21,https://twitter.com/halesq/status/5107717356,0,0,#TheOffice,s6ep6,ep,6,6
17,10/23/09 21:44,RT 20 Q's with Linda Purl: from 'Happy Days' to Michael Scott's latest 'Office' romance  http://tinyurl.com/yhur8kh #theoffice #happydays,en,"['theoffice', 'happydays']",70574913,lindapurl,Linda Purl,21,https://twitter.com/lindapurl/status/5107693289,0,0,#TheOffice,s6ep6,ep,6,6
18,10/23/09 21:42,hmmm? RT @iFMagazine: Is #TheOffice falling into a rut?  http://bit.ly/sAKCQ,en,['theoffice'],55755623,EmersonParker,Emerson Parker,21,https://twitter.com/EmersonParker/status/5107654955,0,0,#TheOffice,s6ep6,ep,6,6
19,10/23/09 21:07,Watching #TheOffice on #Hulu,en,"['theoffice', 'hulu']",84244845,BrothaGeek,Solid Dave,21,https://twitter.com/BrothaGeek/status/5106902775,0,0,#TheOffice,s6ep6,ep,6,6
20,10/23/09 21:06,I know I'm 16.5 hours behind on this BUT #TheOffice is back in a BIG way. Funniest episode of the season!,en,['theoffice'],18261424,kennygrill,Kenny Grill,21,https://twitter.com/kennygrill/status/5106867318,0,0,#TheOffice,s6ep6,ep,6,6
22,10/23/09 20:58,Best #TheOffice episode of the season last night.,en,['theoffice'],16106597,IanHGuss,Ian Guss,20,https://twitter.com/IanHGuss/status/5106705932,0,0,#TheOffice,s6ep6,ep,6,6
23,10/23/09 20:46,"From #TheOffice ""This is suppose to be our wedding day. Why did we invite all these people???""",en,['theoffice'],42797116,ShannonsParty,Shannon M,20,https://twitter.com/ShannonsParty/status/5106448664,0,0,#TheOffice,s6ep6,ep,6,6
24,10/23/09 20:39,"Pam Halpert, Michael Scott FIGHT!!!! It's like a burden lifting off my shoulders every mean thing she says to him! #TheOffice",en,['theoffice'],14940453,MissAngeleno,✨Miss Angeleno,20,https://twitter.com/MissAngeleno/status/5106287467,0,0,#TheOffice,s6ep6,ep,6,6
25,10/23/09 20:35,I don't remember laughing this much about The Office last season. This season is AWESOME #theoffice,en,['theoffice'],14779022,kellysparrow,kellysparrow,20,https://twitter.com/kellysparrow/status/5106199845,0,0,#TheOffice,s6ep6,ep,6,6
26,10/23/09 20:29,#TheOffice had over 20.9 Million viewers yesterday! Check it out @itvratings and cast your vote!!!,en,['theoffice'],78126417,ivotetv,iTvRatings,20,https://twitter.com/ivotetv/status/5106068692,0,0,#TheOffice,s6ep6,ep,6,6
27,10/23/09 20:28,"Dunder MIfflin is on Human-Resources-FIre! Catch up on new and old old episodes of ""#HR Watches #TheOffice""  http://bit.ly/7axWv",en,"['hr', 'theoffice']",34953058,hrwto,HRWatchesTheOffice,20,https://twitter.com/hrwto/status/5106048842,0,0,#TheOffice,s6ep6,ep,6,6
28,10/23/09 20:01,and a very strange childhood #flashback at that. thanks #theoffice,en,"['flashback', 'theoffice']",79292764,ziggystarlog,Rachel,20,https://twitter.com/ziggystarlog/status/5105463485,0,0,#TheOffice,s6ep6,ep,6,6
30,10/23/09 19:43,Omg I love #theoffice,en,['theoffice'],44143121,JonP17,JonP17,19,https://twitter.com/JonP17/status/5105059034,0,0,#TheOffice,s6ep6,ep,6,6
31,10/23/09 19:41,Omg watching #theoffice so highlarious nd it's just been 2 min,en,['theoffice'],44143121,JonP17,JonP17,19,https://twitter.com/JonP17/status/5105015471,0,0,#TheOffice,s6ep6,ep,6,6
32,10/23/09 19:30,RT @theofficenbc: Nominate #theoffice for Best Facebook Fan Page @Mashable's #openwebawards:  http://bit.ly/2bwHLF,en,"['theoffice', 'openwebawards']",81185459,PerdHapley,Perd Hapley,19,https://twitter.com/PerdHapley/status/5104772269,0,0,#TheOffice,s6ep6,ep,6,6
33,10/23/09 19:29,"#TheOffice ready had me busting a gut just now, good thing I waited till after class to watch this lol",en,['theoffice'],16631210,kip_dynamiite,SparklingCider Papi,19,https://twitter.com/kip_dynamiite/status/5104734899,0,0,#TheOffice,s6ep6,ep,6,6
34,10/23/09 19:26,RT @theofficenbc: Nominate #theoffice for Best Facebook Fan Page @Mashable's #openwebawards:  http://bit.ly/2bwHLF,en,"['theoffice', 'openwebawards']",25242403,JENinATX,Jen Jen,19,https://twitter.com/JENinATX/status/5104678558,0,0,#TheOffice,s6ep6,ep,6,6
35,10/23/09 19:23,"“I’m caring, I’m generous, I’m sensual. Is it really so horrible that I could possibly go out and find happiness?”-Michael  #theoffice",en,['theoffice'],19640773,MVLainey,Elaine Spence,19,https://twitter.com/MVLainey/status/5104610303,0,0,#TheOffice,s6ep6,ep,6,6
36,10/23/09 19:14,Is #TheOffice falling into a rut?  http://bit.ly/sAKCQ,en,['theoffice'],30905755,iFMagazine,iF Magazine,19,https://twitter.com/iFMagazine/status/5104403659,0,0,#TheOffice,s6ep6,ep,6,6
37,10/23/09 19:10,Can't believe how pissed Pam was that Michael is dating her mom! #theoffice,en,['theoffice'],24197724,hoffman17,Jim Hoffman,19,https://twitter.com/hoffman17/status/5104322799,0,0,#TheOffice,s6ep6,ep,6,6
38,10/23/09 19:07,RT @theofficenbc: Nominate #theoffice for Best Facebook Fan Page @Mashable's #openwebawards:  http://bit.ly/2bwHLF,en,"['theoffice', 'openwebawards']",77262292,DMI_Asheville,DMI Asheville branch,19,https://twitter.com/DMI_Asheville/status/5104265149,0,0,#TheOffice,s6ep6,ep,6,6
39,10/23/09 19:06,New Weekly Poll! Would you be as upset as Pam if Michael was dating your mom?  http://officequotes.net/index.php #theoffice,en,['theoffice'],75044533,officequotesnet,OfficeQuotes,19,https://twitter.com/officequotesnet/status/5104233167,0,0,#TheOffice,s6ep6,ep,6,6
0,10/30/09 23:59,and I'm bookface for Halloween! #theoffice  http://www.twitpic.com/nlf0d,en,['theoffice'],19806595,rachelbianca,Rachel Hatzipanagos,23,https://twitter.com/rachelbianca/status/5301577668,0,0,#TheOffice,s6ep7,ep,6,7
1,10/30/09 23:41,"""Oh, you're paying way too much for worms, man. Who's your worm guy?"" #theoffice",en,['theoffice'],797183,jeremy6d,Jeremy 💚🏴💚,23,https://twitter.com/jeremy6d/status/5301182422,0,0,#TheOffice,s6ep7,ep,6,7
3,10/30/09 23:23,#theoffice and #parksandrec were both really awesome. Watching #30rock and #community later.,en,"['theoffice', 'parksandrec', '30rock', 'community']",37333637,thisjessicarae,Jessica Rae,23,https://twitter.com/thisjessicarae/status/5300795747,0,0,#TheOffice,s6ep7,ep,6,7
4,10/30/09 23:23,Oy @rainnwilson! My friend dressed up as you as Dwight from #theoffice for Halloween.    http://twitpic.com/nl8sj,en,['theoffice'],13234402,starmoon,Leah ⭐️🌙 문 리 아,23,https://twitter.com/starmoon/status/5300788705,0,0,#TheOffice,s6ep7,ep,6,7
7,10/30/09 23:03,Fans of #theoffice #ff @Fred_Davidson,en,"['theoffice', 'ff']",15026610,KellyLeonard,Kelly Leonard,23,https://twitter.com/KellyLeonard/status/5300352350,0,0,#TheOffice,s6ep7,ep,6,7
8,10/30/09 23:00,Who's your worm guy? #theoffice,en,['theoffice'],40408394,nash1407,Andrew Nash,23,https://twitter.com/nash1407/status/5300269986,0,0,#TheOffice,s6ep7,ep,6,7
9,10/30/09 22:55,Dwight decides to use reverse psychology in his war against Jim. Read the latest Diabolical Blog entry at  http://bit.ly/lfJyH #theoffice,en,['theoffice'],15175368,theofficetv,The Office on Peacock,22,https://twitter.com/theofficetv/status/5300166668,2,0,#TheOffice,s6ep7,ep,6,7
10,10/30/09 22:42,"Nice! RT @JPlovesCOTTON: So glad I'm home & turned on TV. #TheOffice is coming on, where future Dwight faxes Dwight (yes, I have the DVDs)",en,['theoffice'],17449246,natejtaylor,Honeybadger,22,https://twitter.com/natejtaylor/status/5299882803,0,0,#TheOffice,s6ep7,ep,6,7
11,10/30/09 22:31,LMAO @ #TheOffice and its not even a full minute in...,en,['theoffice'],19934178,JessiPaintz,JessiJaye,22,https://twitter.com/JessiPaintz/status/5299645538,0,0,#TheOffice,s6ep7,ep,6,7
12,10/30/09 22:23,'m in hell and nirvana. 'cause you're my male Prima Donna. #subtlesexuality #scrantonicity #theoffice,en,"['subtlesexuality', 'scrantonicity', 'theoffice']",19889245,scrantonicity,Scrantonicity,22,https://twitter.com/scrantonicity/status/5299469644,0,0,#TheOffice,s6ep7,ep,6,7
13,10/30/09 22:02,"""'cept it was going to resolve the melody. So, now my head hurts. Feels like I held in a sneeze"" - Andy #theoffice #musicnerds",en,"['theoffice', 'musicnerds']",3499231,livin4hymn,Sean Halladay,22,https://twitter.com/livin4hymn/status/5299011210,0,0,#TheOffice,s6ep7,ep,6,7
14,10/30/09 21:57,#Parks&Recreation + #TheOffice = Good times...,en,"['parks', 'theoffice']",34073995,Dadizard,#KeepStriving,21,https://twitter.com/Dadizard/status/5298889096,0,0,#TheOffice,s6ep7,ep,6,7
15,10/30/09 21:51,The office season five  is absolutely incredible. #theoffice,en,['theoffice'],21835219,ludacribs,FKA CRIBBS,21,https://twitter.com/ludacribs/status/5298768890,0,0,#TheOffice,s6ep7,ep,6,7
16,10/30/09 21:49,Be like jim on #theoffice and write book on ur face....u'll be fb lol I'm bad at it too! @nmack1,en,['theoffice'],20788298,amandabeez,Amanda Bee,21,https://twitter.com/amandabeez/status/5298721575,0,0,#TheOffice,s6ep7,ep,6,7
17,10/30/09 21:38,"RT @RockBandPhenom The greatest picture ever, retweet and make this viral  http://twitpic.com/nkn5b  #theoffice #dickinabox",en,"['theoffice', 'dickinabox']",74559486,Yobo9193,Brad Ward,21,https://twitter.com/Yobo9193/status/5298475009,0,0,#TheOffice,s6ep7,ep,6,7
18,10/30/09 21:37,"RT @RockBandPhenom The greatest picture ever, retweet and make this viral  http://twitpic.com/nkn5b  #theoffice #dickinabox",en,"['theoffice', 'dickinabox']",82548471,BradGH_RB,Brad,21,https://twitter.com/BradGH_RB/status/5298454975,0,0,#TheOffice,s6ep7,ep,6,7
19,10/30/09 21:37,"RT @RockBandPhenom The greatest picture ever, retweet and make this viral  http://twitpic.com/nkn5b  #theoffice #dickinabox",en,"['theoffice', 'dickinabox']",84925032,ZBProductions,BradnZach,21,https://twitter.com/ZBProductions/status/5298448709,0,0,#TheOffice,s6ep7,ep,6,7
20,10/30/09 21:36,amused by #theoffice webisodes on the making of hot new group Subtle Sexuality's music video  http://bit.ly/2Ejieq,en,['theoffice'],23338404,danaAtoZ,danaa zellers,21,https://twitter.com/danaAtoZ/status/5298435085,0,0,#TheOffice,s6ep7,ep,6,7
21,10/30/09 21:25,#theoffice  Love the video Kelly and Erin!,en,['theoffice'],61122851,ahatester,tvctester,21,https://twitter.com/ahatester/status/5298172719,0,0,#TheOffice,s6ep7,ep,6,7
22,10/30/09 21:23,"I demand a rap battle! Subtle Sexuality vs. Troy and Abed! Make it happen, @NBC ! #theoffice #community",en,"['theoffice', 'community']",15412100,EndorMoo,On the G999th Day of Christmas…,21,https://twitter.com/EndorMoo/status/5298124051,0,0,#TheOffice,s6ep7,ep,6,7
23,10/30/09 21:18,"neeeed to catch up on #theoffice from last night!  can ""koi pond"" possibly be as good as ""the lover"" from last week??",en,['theoffice'],15904724,CarolineBoegs,Caroline,21,https://twitter.com/CarolineBoegs/status/5298023235,0,0,#TheOffice,s6ep7,ep,6,7
24,10/30/09 21:05,"Just caught up on last night's The Office. Maybe one of the funniest, definitely a favourite! #theoffice",en,['theoffice'],16917353,amalchandaria,Amal Chandaria,21,https://twitter.com/amalchandaria/status/5297724067,0,0,#TheOffice,s6ep7,ep,6,7
25,10/30/09 20:55,I wish I had known that before I used greasepaint for my moustache. And I can't even take off my hat because then I'm Hitler. Pam #theoffice,en,['theoffice'],75044533,officequotesnet,OfficeQuotes,20,https://twitter.com/officequotesnet/status/5297497178,0,0,#TheOffice,s6ep7,ep,6,7
26,10/30/09 20:32,Ha! then the next one to come up was male prima donna by #subtlesexuality!! #theoffice @lovemaryssa have u heard it? lol,en,"['subtlesexuality', 'theoffice']",31224821,lkate07,L H,20,https://twitter.com/lkate07/status/5296997546,0,0,#TheOffice,s6ep7,ep,6,7
27,10/30/09 20:32,"ba-haha, wish I had used Jim's costume for the party I went to last week. #theoffice",en,['theoffice'],14813074,jackisnotabird,Jackson Bird,20,https://twitter.com/jackisnotabird/status/5296989763,0,0,#TheOffice,s6ep7,ep,6,7
28,10/30/09 20:22,@Driafoshia i just sat in my room by myself laughing really hard watching #theoffice . Thats when u know something is really funny. :),en,['theoffice'],21839463,Schoenz,Lauren N. Schoenborn,20,https://twitter.com/Schoenz/status/5296772831,0,0,#TheOffice,s6ep7,ep,6,7
29,10/30/09 20:22,What happened AFTER Michael fell in the koi pond last night on #theoffice...  http://twurl.nl/xrjost,en,['theoffice'],27745806,AdamEvans,Adam Evans,20,https://twitter.com/AdamEvans/status/5296764859,0,0,#TheOffice,s6ep7,ep,6,7
30,10/30/09 20:20,added @iamkellyfierce + @iamerinhannon + @very_angelic to  http://bit.ly/1oph3x #subtlesexuality #theoffice #followfriday,en,"['subtlesexuality', 'theoffice', 'followfriday']",17590520,leannatron,LE∆NN∆,20,https://twitter.com/leannatron/status/5296722693,0,0,#TheOffice,s6ep7,ep,6,7
31,10/30/09 20:17,@mindykaling & #Theoffice kill it with their vid Subtle Sexuality.  Its Bowie x Prince x Thundercats.  Instant classic  http://bit.ly/4vEo0Q,en,['theoffice'],29754672,ghorystory,Ghorytime!,20,https://twitter.com/ghorystory/status/5296648915,0,0,#TheOffice,s6ep7,ep,6,7
32,10/30/09 20:16,This song is now officially stuck in my head:  http://bit.ly/3zzAhQ #theoffice,en,['theoffice'],16218025,missingwords,Matt Martin,20,https://twitter.com/missingwords/status/5296641167,0,0,#TheOffice,s6ep7,ep,6,7
33,10/30/09 20:05,Does anyone else think that Aaron Rodges looks like Ryan from #TheOffice ?,en,['theoffice'],69430697,Jdubb006,Jelani Tate,20,https://twitter.com/Jdubb006/status/5296392733,0,0,#TheOffice,s6ep7,ep,6,7
34,10/30/09 20:01,@Schoenz oh my gosh! I loved it! I JUST watched it...why is #theoffice so good all the time?,en,['theoffice'],21667003,driafoshia,Adriana Pariz,20,https://twitter.com/driafoshia/status/5296312725,0,0,#TheOffice,s6ep7,ep,6,7
35,10/30/09 20:00,Jesus this is great!  http://www.hulu.com/watch/105338 #theoffice,en,['theoffice'],16501185,jajimenez5,Desert 🏜️ Jess 💖,20,https://twitter.com/jajimenez5/status/5296276953,0,0,#TheOffice,s6ep7,ep,6,7
36,10/30/09 19:58,You have a leaky spark tube! #andy #theoffice,en,"['andy', 'theoffice']",15534676,LaBishopRN,Lara B.,19,https://twitter.com/LaBishopRN/status/5296234619,0,0,#TheOffice,s6ep7,ep,6,7
39,10/30/09 19:18,"""Oh my gosh! It's like a little magical foot just hi-fived me!"" #theoffice",en,['theoffice'],14239737,joshuastecker,Joshua,19,https://twitter.com/joshuastecker/status/5295350889,0,0,#TheOffice,s6ep7,ep,6,7
40,10/30/09 19:11,I really hate ERIN #theoffice,en,['theoffice'],44962403,kiwivandal,Kiwivandal,19,https://twitter.com/kiwivandal/status/5295176753,0,0,#TheOffice,s6ep7,ep,6,7
41,10/30/09 19:09,"Pay a dollar each to watch #TheOffice and #Community on demand or....watch it for free on #Hulu? Um, I'll take free, fuckyouverymuch Comcast",en,"['theoffice', 'community', 'hulu']",15202699,sicklittlejag,Samantha אריאלה דּוֹבָה,19,https://twitter.com/sicklittlejag/status/5295143857,0,0,#TheOffice,s6ep7,ep,6,7
42,10/30/09 18:48,"I just realized that Ryan was supposed to be Edward Cullen on #TheOffice last night. Wow, I'm late. lol",en,['theoffice'],16047555,SariaAngel,SA,18,https://twitter.com/SariaAngel/status/5294666458,0,0,#TheOffice,s6ep7,ep,6,7
43,10/30/09 18:45,So I just realized I can watch #theoffice wedding on demand!!!!,en,['theoffice'],15534676,LaBishopRN,Lara B.,18,https://twitter.com/LaBishopRN/status/5294596433,0,0,#TheOffice,s6ep7,ep,6,7
44,10/30/09 18:18,"Lolol. This poor bookstore employee. He's trying to explain his ""three-hole punch"" costume. Poor guy. #iunderstandyou #shhh #theoffice",en,"['iunderstandyou', 'shhh', 'theoffice']",13026692,hautreally,"Haut, Really?",18,https://twitter.com/hautreally/status/5293976024,0,0,#TheOffice,s6ep7,ep,6,7
45,10/30/09 18:13,@nancytrejos did you see #theoffice last night?  you can be facebook.  http://bit.ly/4rOByW,en,['theoffice'],22866937,jennakwalsh,Jenna Amyot,18,https://twitter.com/jennakwalsh/status/5293855249,0,0,#TheOffice,s6ep7,ep,6,7
46,10/30/09 18:12,"ok, I finally decided on my costume, and I totally stole it, but dont really care... thanks Jim #theoffice I am now Book-Face!!!",en,['theoffice'],22049017,csienki,chris sienkiewicz,18,https://twitter.com/csienki/status/5293841754,0,0,#TheOffice,s6ep7,ep,6,7
47,10/30/09 18:10,@RobPattzNews  http://twitpic.com/nit9r - Dracula: Really not the trend in vampires anymore. ;) #theoffice #twilight #edwardcullen,en,"['theoffice', 'twilight', 'edwardcullen']",19870226,SarahTuley,Sarah Tuley,18,https://twitter.com/SarahTuley/status/5293791306,0,0,#TheOffice,s6ep7,ep,6,7
48,10/30/09 17:58,"Yeah, I went hunting once. Shot the deer in the leg, had to kill it with a shovel. Took about an hour. Why do you ask? -Michael #theoffice",en,['theoffice'],75044533,officequotesnet,OfficeQuotes,17,https://twitter.com/officequotesnet/status/5293523293,0,0,#TheOffice,s6ep7,ep,6,7
49,10/30/09 17:47,"""Kids, just remember suicide is never the answer, alright! It is the easy way out. You are not alone! ... who wants candy?"" Lolz. #theoffice",en,['theoffice'],21238158,DeeRut,devin,17,https://twitter.com/DeeRut/status/5293252731,0,0,#TheOffice,s6ep7,ep,6,7
50,10/30/09 17:41,"@ninirific, so just randomly remembered Meredith's ""sex w a terrorist"" and almost spilled my drink loling. #TheOffice",en,['theoffice'],15007376,Andrea_Hillman1,ASH,17,https://twitter.com/Andrea_Hillman1/status/5293125439,0,0,#TheOffice,s6ep7,ep,6,7
51,10/30/09 17:38,Thank you #theoffice for my Halloween costume. Facebook it is!,en,['theoffice'],25910182,LovelySucia,Chingona,17,https://twitter.com/LovelySucia/status/5293036053,0,0,#TheOffice,s6ep7,ep,6,7
52,10/30/09 17:36,3 hole punch Jim &gt; Facebook Jim #theoffice,en,['theoffice'],36944559,Taradel_LLC,Taradel LLC,17,https://twitter.com/Taradel_LLC/status/5293001692,0,0,#TheOffice,s6ep7,ep,6,7
53,10/30/09 17:35,I'm the popular social-networking site known as Bookface. #theoffice,en,['theoffice'],17855647,jamiebrinkert,Jamie Brinkert (he/him),17,https://twitter.com/jamiebrinkert/status/5292965643,0,0,#TheOffice,s6ep7,ep,6,7
54,10/30/09 17:34,Why would you date an ameteur when you can date a professional #theoffice,en,['theoffice'],25910182,LovelySucia,Chingona,17,https://twitter.com/LovelySucia/status/5292946783,0,0,#TheOffice,s6ep7,ep,6,7
55,10/30/09 17:32,"""I know a worm guy."" - Creed  #TheOffice",en,['theoffice'],14142358,TinEarTom,Tom Pentland,17,https://twitter.com/TinEarTom/status/5292897569,0,0,#TheOffice,s6ep7,ep,6,7
