season,episode,desc
5,12,"By request of David Wallace, Michael and Dwight go undercover to investigate rival paper company Prince Paper. As they are a small, family-owned operation made of an extremely nice family, Michael has a difficult time handing over their findings to Wallace. Meanwhile, the rest of the office holds a debate to settle a question: is Hilary Swank hot? The office is tied six to six when Michael off-handedly casts the winning vote for ""yes""."
5,13,"Dwight stages a fire drill which causes a panic and Stanley has a heart attack. With stress levels high, Michael tries a number of ways to get his employees to relax before discovering that he is the number one cause of stress at work. He stages on a no-holds-barred roast of himself, but feels hurt at the jokes. Andy, Pam and Jim watch an unlicensed movie with special guest stars Jack Black, Jessica Alba, and Cloris Leachman. Pam's parents are going through marital troubles and separate after her dad hears how much Jim loves Pam."
5,14,"Michael goes on a speaking tour of the other branches to explain Scranton's relative success, accompanied by his driver, Pam. At the Utica branch, the speech goes poorly, but Pam and a married, pregnant Karen reach closure, inspiring Michael to travel to the Nashua branch for closure with Holly. Back at the office, Dwight and Jim — now the heads of the party planning committee — forget Kelly's birthday, and attempt to make amends. Andy develops a crush on Stanley's client."
5,15,"In part two, Michael and Pam arrive in Nashua, where Holly is off for a few days. Michael feels devastated when he learns that she has a new boyfriend and Pam is forced to finish the lecture. Michael finds a computer file addressed to him on Holly’s computer; Pam reads it and tells him that Holly still cares for him. Dwight and Jim continue to struggle to throw Kelly a party, but ultimately make her happy by introducing a new theme of either getting to watch TV or take a nap for one hour. Angela's new nanny cam causes a stir when the staff see her bizarre interaction with her pets."
5,16,"It's Valentine's Day at the office. Michael is attracted to a woman who loses a glove at a Valentine's blood drive; Cinderella-like, he tries to track her down. The staff share their worst break-up stories and band together to host a ""Lonely Hearts Party"" where they root for Michael's would-be romance. Jim and Pam have lunch with Phyllis and Bob Vance, which turns awkward when they hear the Vances having sex in the bathroom."
5,17,"Without asking corporate marketing, Michael goes forth with an idea to put ""golden tickets"" into boxes of paper for clients to redeem for a 10% discount for the entire year, inspired by Willy Wonka & the Chocolate Factory. Instead, it causes trouble for Dunder Mifflin when all the five tickets end up with the same big client. David is angered, so Michael tries to pin the blame on Dwight. Andy, Jim, and Pam give Kevin differing advice on wooing Lynn, the woman he met at the Valentine's mixer."
5,18,"Michael clashes with the new, no-nonsense Regional Vice President Charles Miner (guest star Idris Elba), who goes so far as to dissolve the party planning committee and cancel Michael's 15th anniversary party.  Jim gets off on the wrong foot with Charles as well when caught in a prank.  Meanwhile, both Kelly and Angela develop crushes on Charles. After confronting David Wallace about his party, Michael quits Dunder Mifflin."
5,19,"As Michael wraps up his two final weeks, he goofs off even more than usual. Pam feels unfullfilled despite success at programming the new photocopier. When Michael decides to open his own paper company (with none of the staff joining him despite his pleas), an angry Charles has him escorted off the premises—only to have Pam join in his new venture in sales."
5,20,"Michael and Pam use a list-based agenda to struggle through establishing their new company, including establishing an office in the Dunder Mifflin building and hiring a bleach blond Ryan and briefly, Vikram from Michael's telemarketing job. Dwight goads Jim into facing off with Charles in a soccer match when he joins in his officemates' brownnosing over Charles' sports passion. Michael is soon able to convert a large closet in the Business Park building into his office headquarters."
5,21,"Michael, Pam, and Ryan chafe working in such close quarters.  After hosting a Paper & Pancakes luncheon, they are about to call it quits when Pam makes her first sale for the company. Dwight and Andy's unlikely friendship is tested when they are both attracted to the new receptionist Erin. Jim spends his day trying to figure out what Charles means by his requested ""run down"". Includes an alternate title sequence featuring The Michael Scott Paper Company."
5,22,"Dwight, finding a new hero in Charles, clashes with Michael as each tries to steal the other's clients. After trying to sell Jim and Pam on his failed wedding plans, Andy tries to provide for all of Jim's emotional needs. Jim takes the opportunity to prank Andy, but also reassures him he will find love again. Michael ends up stealing Dwight’s biggest client."
5,23,"Jim learns Charles is a suckup while Charles finally recognizes Dwight's bizarre personality. Although Michael, Pam, and Ryan have landed a number of clients, they learn their company's business model will not sustain beyond a month and they will fail.  Dwight learns about Michael’s company’s failure but Jim sabotages his plan of telling Charles. David Wallace investigates the seeming success of Michael's company, and Michael, Pam, and Ryan hide their failure long enough to engineer a buyout. Michael is given his old job back, and Pam and Ryan are given jobs in sales."
5,24,"Michael tries to solve a dispute over customers when the sales team feels that he is biased to the previous Michael Scott Paper Company employees. Pam and Ryan are forced to return the customers and with fewer customers, Michael is forced to fire one of them. Pam is kept on as Ryan is once again a temp. Meanwhile, Toby confronts several employees who take the term casual Fridays too loosely."
5,25,"To break the staff of the focus Charles instilled in them, Michael opens a cafe-disco in the downstairs office to release stress.  While initially resistant, all the staff (even Angela) join as Kelly and Andy bond in a dance-off.  Pam and Jim plan to elope but later reconsider.  Phyllis suspects Bob will have an affair, but drops her suspicions as they sound absurd saying them aloud. Cafe disco ends up being a hit."
5,26,"At the annual Dunder Mifflin company picnic, Michael and Holly are reunited.  They perform a skit where they inappropriately announce the closing of the Buffalo branch, but Michael decides not to tell her that he loves her. The Scranton branch plays well in the volleyball tournament and discover that Pam is a pro at the sport. While getting an x-ray for a sprained ankle, Pam (with Jim) learns that she is pregnant."
6,1,"As the summer interns prepare to depart, the office gossips about them and Michael feels left out.  Michael discovers that Stanley is having an affair, and tells everyone. When Michael realizes the damage he's caused, he fabricates numerous other rumors to discredit himself, including that Andy is gay (confusing Andy) and that Pam is pregnant (unbeknownst to him that she is actually pregnant). As Michael tries to clear the air, Jim and Pam admit their rumor is true in an attempt to save Stanley from embarrassment. Michael accidentally confirms the suspicions of Stanley’s wife Terry about his affair, which gets Stanley extremely angry."
6,2,"Jim submits a plan for promotions for himself and Michael to David which Michael manages to bungle as he thinks that Jim is trying to steal his position. Dwight and Toby investigate Darryl's worker's comp claim. Pam struggles to gather responses for her wedding. Ultimately, Jim and Michael are made co-manager to Dwight's horror."
6,3,"Jim and Michael's management styles clash, especially after David's budget will only allow a small or no raise this year.  Chaos in the office relating to this ends up bringing them together. Dwight fails in his attempt to raise allies against Jim.  Pam feels awkward asking for cash instead of wedding gifts."
6,4,"The Office travels to Niagara Falls to celebrate Jim and Pam's wedding. Michael gives the whole office Friday and Monday to attend the wedding in Niagara. Jim accidentally reveals Pam’s pregnancy during his speech, getting Pam's meemaw upset. Michael worsens the situation by trying to give a speech at the rehearsal dinner. Michael and Dwight try to hook up with guests at the wedding. Dwight succeeds with Pam's bridesmaid Isabel, but Michael, who failed to reserve a room, ends up sleeping next to an ice machine. Andy injures his scrotum while dancing the night before the wedding. The night before the wedding proves to be a surprise for Pam. Jim and Pam delay the wedding when they sneak off to marry on the Maid of the Mist, allowing them to calm their nerves and enjoy their wedding.  Michael spends the evening after the wedding with Pam's mother, Helene."
6,5,"Michael meets with an insurance salesman and is convinced by Dwight and Andy that he is part of the Mafia. The staff constantly call Jim and Pam on their honeymoon, until finally Kevin accidentally cancels Jim's credit card while using Jim’s office as a farting room. Dwight, Michael and Andy set up a lunch meeting with the insurance salesman."
6,6,"Jim and Pam return from their honeymoon and are shocked when Michael reveals he is dating Helene, Pam's mother. Pam is incensed and openly berates Michael. Dwight attempts to bug Jim's office in his plan to sabotage Jim."
6,7,"While on the way to a business meeting, Michael falls into a koi pond. The staff tease him so he holds an anti-bullying seminar. Pam and Andy go cold-calling to stir up some new business; they reluctantly use clients' mistaking them as a couple to their advantage."
6,8,"Jim and Pam reluctantly lunch with Michael and Helene for her birthday. However, when Michael learns Helene's age, he dumps her, infuriating Pam even more.  She slaps Michael in the parking lot after work.  Dwight tries to curry favors from everyone in the office to help him overthrow Jim."
6,9,"The Dunder Mifflin staff are troubled by renewed rumors of insolvency. Michael forces the office into a day of diversions, primarily playing a murder mystery role-playing game. Andy awkwardly attempts to court Erin."
6,10,"Michael is excited when he's invited by David Wallace to attend the Dunder Mifflin shareholder meeting in New York; he is dismayed by the hostile crowd and causes the board of directors even more trouble. Jim finds he is being undermined by Ryan who refuses to do work, so Jim decides to make an example of him in front of the staff.  As Michael, Dwight and Oscar leave New York in a hired limousine, a news ticker shows a steep drop in Dunder Mifflin's stock price."
6,11,"Michael must renege on a promise he made to a group of kids ten years ago to pay for their college tuition. However, in spite of his mean treatment, Erin proves a source of support. Meanwhile, Jim falls victim to one of Dwight's schemes to get him fired: creation of an employee of the month program. Although the staff and David are angered when Dwight rigs the winners to be Jim and Pam, Jim survives. Ryan joins forces with Dwight to bring down Jim."
6,12,"Michael is outraged when Jim allows Phyllis to be Santa at the office Christmas party, and retaliates by dressing first as Santa, then Jesus. David reveals to Michael that there is a buyer for Dunder Mifflin. He will most likely be fired; the Scranton staff will stay on, much to their relief. Meanwhile, Oscar has a crush on Matt, the new gay warehouse worker, and Andy and Erin continue to flirt, which starts out badly when Andy gives her ""the Twelve Days of Christmas"" and the birds from the first few attack her, but picks back up with the twelve drummers drumming."
6,13,"When an investment banker comes to Scranton in order to sign off on the branch before the sale of Dunder Mifflin. Michael, Dwight, Andy and Pam pull out all the stops in hopes of impressing him with their high profile contacts. Toby reminisces about all the great times they have had in the office."
6,14,"Michael has difficulties accepting the new policies of Sabre and its CEO Jo Bennett (Kathy Bates). Michael goes to David Wallace for advice, but he finds David in a sad unemployed depression. Jim and Pam go for an interview for a local daycare center.  Both Erin and Andy wait for the other to make the next move."
6,15,"The office is eager to welcome Sabre CEO Jo Bennett to Scranton, and are dazzled by her Southern ways. When Jo finds out there are two branch managers, she says either Michael or Jim must go back to being a salesman. Jim surrenders his role as manager when he comes to know about the no cap commission policy, making Michael happy, but then Michael comes to know about it too, making things difficult. Meanwhile, Andy's Valentine's Day plan for Erin backfires when he accidentally gives the card he meant for her to Kelly."
6,16,"Pam's contractions begin but she is determined to wait it out as long as possible so they can have more time at the hospital, unnerving Jim. Meanwhile, the rest of the office tries to distract Pam from the pain with food and entertainment. Michael anxiously waits for Pam and Jim's baby, Cecilia, to be born. Back at the office, Erin makes Andy jealous when she has lunch with Kevin causing Andy to finally ask Erin out. Dwight and Angela draft a contract to have a baby together, but Dwight has mixed feelings after seeing Isabel at Jim and Pam's house when he renovates the couple's kitchen."
6,17,"Michael thinks he has impressed Jo, only to discover that someone else in the office has caught her eye. Dwight makes trouble for Jim on his first day back from paternity leave. Andy and Erin go on their first date, with interesting results."
6,18,"Sabre's policy of ""sales is king"" goes to the sales staff's heads, making the rest of the office resent their bad attitude. In order to regain control, Michael hides their expensive new leads, which leads Jim on a ""treasure hunt"" all through the business park. Michael's plan backfires when Kevin accidentally throws some of the leads in the trash and Michael and Dwight must go to the Scranton dump to retrieve them. Andy and Erin kiss for the first time at Scranton dump while searching the leads together."
6,19,"Oscar arranges a happy hour with the warehouse staff so he can flirt with Matt. Pam is excited to see the staff and brings a date for Michael, but he ends up connecting with the bar manager, Donna (Amy Pietz), instead. Meanwhile, Andy and Erin announce their relationship. Dwight meets Isabel and drops Angela to hang out with Isabel, making Angela jealous. When Dwight tells Angela to forget about the pre-natal contract, she confronts him in front of Isabel."
6,20,"Andy tries to make Erin's Secretary's Day a memorable one. While having lunch with Erin, Michael informs her of Andy and Angela's past engagement, which Andy had been hiding from Erin. Oscar circulates a video he made which compares Kevin's voice to Cookie Monster's and Kevin turns to Gabe for help when the entire office gets in on the joke."
6,21,"Pam and Jim work on their first sales pitch together to Donna, the manager of a local restaurant, but Michael keeps misreading the signals she's putting out. Dwight encourages Kelly to try out for the minority training program."
6,22,"Michael suspects Donna is cheating on him and puts PI Dwight Schrute on the case. Meanwhile, Andy is frustrated when no one takes his customer's complaint seriously."
6,23,"Michael is surprisingly cheerful after learning some bad news about Donna. The new parents, Pam and Jim, have trouble staying awake in the office. Meanwhile, Angela takes matters into her own hands when Dwight refuses to honor their pre-natal contract."
6,24,"The press learns that Sabre printers catch on fire and Jo, suspecting that someone within the company leaked the information, sets out to discover who the whistle-blower is."
7,1,"Michael upsets the office when he ignores their pleas to fire office assistant Luke, Michael's immature nephew. Pam's attempt to prank Dwight backfires when Kevin's faulty rewiring of an elevator strands the two together. Andy grows even more upset with Gabe and Erin's relationship. Michael spanks his nephew in front of the entire office which results in him having to take 6 counselling sessions with Toby."
7,2,"Michael is frustrated to find out that his six hours of counseling with Toby cannot be counted unless he talks; Toby attempts to use different methods to get Michael to talk but Michael refuses to make Toby's job easy. Pam attempts to finagle a promotion to office administrator. Dwight seeks revenge (in the Pretty Woman style) with the help of his colleagues, after a shop owner at the Steamtown Mall refuses to serve him."
7,3,"Andy lands a role in a local production of Sweeney Todd and invites the entire office to the performance, hoping to impress Erin, but she offers to babysit for Jim and Pam instead, hoping to get a start in the babysitter career. While Michael struggles to put his jealousy aside in regard to not being cast in the play, Jim and Pam have trouble with their less-than-stellar babysitter. Angela and Dwight continue to have a contract to uphold."
7,4,"Michael comes to work thinking he has a pimple, but it turns out to actually be a cold sore. When he is told that it is a form of herpes, Michael contacts all his ex-girlfriends—Jan (Melora Hardin), Holly (Amy Ryan), Helene (Linda Purl), Donna (Amy Pietz) and Carol (Nancy Carell), and during all that, gets caught up Holly’s accusation of him romanticizing everything. Andy holds a sex education meeting in the office hoping to appeal to Erin's passionate side. Michael concludes that he did not exaggerate his relationship with Holly and what they had was in fact something special."
7,5,"When a Dunder Mifflin client is stolen by a rival salesman named Danny (Timothy Olyphant), Michael, Dwight and Jim decide to set up a sting in order to uncover his sales secret. Meredith who pretends to be the manager of the fake company tanks the plan due her attraction to Danny, resulting in Michael hiring him to appear victorious. Andy starts a band with Darryl when he learns that one of his old college friends has a successful music career."
7,6,"Michael freaks out when Darryl goes over his head by taking an idea to corporate that Michael initially dismissed. The employees partake in a Halloween costume contest in the office for a coupon book prize, organized as Pam’s first task as the office administrator. Meanwhile, she tries to get the truth from Danny about their dating history."
7,7,"Pam and Jim's baby, Cece, gets christened and Michael invites the entire office to celebrate. Because of his feeling of being left, Michael joins a church group of high school graduates on a mission to Mexico, with Andy following along to impress Erin. However both of them end up backing out before even reaching there."
7,8,"Erin invites the office over to Gabe's house for a Glee viewing party hosted by them as an attempt to make Michael get along with Gabe. Michael can't handle the fact that the office workers think of Gabe as their boss instead of him and tries to sabotage the party. Growing more jealous of Gabe and Erin's relationship, Andy goes to extremes in order to impress her. Dwight helps Pam with Cece, much to Jim's chagrin."
7,9,"Michael helps Ryan by charming people to invest in his internet company, WUPHF.com. Dwight creates a hay festival in the parking lot for the Thanksgiving holiday. While waiting for Dwight, Angela meets the State Senator in the festival. Jim learns of a new Sabre capping policy that prevents him from earning too much commission."
7,10,"When Michael reads an article about China growing as a global power, he decides they must be stopped before they take over the United States. When Oscar contradicts him and is proven wrong, he is taunted by the entire office. Pam threatens to move Dunder Mifflin to a new building after everyone in the office complains about Dwight's building standards. Darryl is sick of Andy's annoying text messages. Dwight clandestinely helps Pam succeed as an Office Administrator."
7,11,"Michael couldn't be happier when Toby takes a leave of absence, leaving corporate to send Holly Flax (Amy Ryan) to cover for him. Michael forces Pam to plan a second Christmas party on the day Holly returns to Scranton. Jim agrees to a snowball fight with Dwight, which he later regrets."
7,12,"Michael anticipates the news regarding the status of Holly and A.J.'s relationship. In the office, Pam puts up a New Year's resolution board so everyone can post their resolutions but things get chaotic. Meanwhile, Darryl convinces Andy and Dwight to go with him to the library in hope of picking up women, to work on his secret resolution of reading more."
7,13,"Andy holds a small business seminar in the office with some special guests to earn some extra cash, after he finds out that his sales are the lowest. Michael and Holly use the seminar as an improv challenge, posing as a Greek couple. Erin and Gabe have a game of Scrabble to decide who will choose their movie of the day. Oscar and Pam help Erin out when she turns out to be a very bad Scrabble player."
7,14,"Jim gets an emergency phone call from Helene (Linda Purl), forcing him to leave Michael at a gas station bathroom.  This leads Holly, Erin, and Dwight on a search for the whereabouts of Michael.  A captioning contest starts in the office over Pam's artwork, which seems to offend Gabe. Holly eventually finds Michael because of their similar mentality and she realizes her feelings for him."
7,15,"Michael and Holly's public displays of affection start to make everyone in the office uncomfortable. Jim and Pam have too much champagne during Valentines Day lunch, causing complications when they have to return to work. Andy tags along on a romantic treasure hunt Gabe has made for Erin."
7,16,"Michael screens his action film Threat Level Midnight to the office after eleven years of writing, shooting, re-shooting, and editing. The film features Michael as Agent Michael Scarn, Dwight as Scarn's butler and sidekick, and Jim as archnemesis ""Goldenface,"" as well as several people from Michael's past including Jan (Melora Hardin), Karen (Rashida Jones), Roy (David Denman), Helene (Linda Purl), Todd Packer (David Koechner), Tony Gardner (Mike Bruner), and Troy Underbridge (Noel Petok). Complications arise when Michael doesn’t get an expected response about the film from Holly."
7,17,"Traveling salesman Todd Packer (David Koechner) comes to Dunder Mifflin looking for a desk job in the office. However, the office is unsure if they want him to work there due to his previous behaviour. When Erin gets a new computer, Andy who is also dealing with computer problems, confronts office administrator Pam to get him a new one too. Jim and Dwight team up to get rid of Packer. Michael who has previously idealized Packer, changes his mind about him when he insults Holly."
7,18,"Michael decides to propose to Holly with his expensive diamond ring, thinking about outrageous ideas to carry out the proposal. When Pam notices, she makes him consult Oscar, Ryan, Jim, and herself for advice, and their opinions on his ideas. Meanwhile, Dunder Mifflin Scranton's warehouse and crew hosts a public garage sale. Jim dupes Dwight by selling him “magic beans”. The episode ends with Michael and Holly getting engaged."
7,19,"Michael's replacement appears in the office, to start receiving training from Michael. The new manager, Deangelo Vickers (Will Ferrell), has everyone hoping to make good first impressions: Andy finds himself awkwardly type cast as the funny guy, while Jim and Pam worry that they've come on too strong. Only Dwight is apathetic about the new leader. Michael tries to deal with his jealousy, and establish himself as the boss."
7,20,"Michael trains his office replacement, Deangelo (Will Ferrell), for hosting the Dundie Awards. Meanwhile, Erin deals with her dislike of her boyfriend, Gabe. Michael gets treated to a special song as a farewell present from the entire office."
7,21,"Michael prepares to leave for Colorado with Holly, and spends his last day in the office saying goodbye to everyone individually, wanting no drama to ensue. Meanwhile, new manager Deangelo and Andy try to keep Michael's biggest clients."
7,22,"New office manager Deangelo picks favorites among the staff, revealing his true management style."
7,23,"Dwight becomes the interim manager, instituting a typically heavy-handed management style. Meanwhile, Gabe tries to win back Erin."
7,24,Deangelo's new replacement is sought out through a search committee process led by Jim.
8,1,"Robert California (James Spader) becomes the new manager of Dunder Mifflin, Scranton, but becomes the new company CEO after talking to Jo Bennett. Andy Bernard (Ed Helms) is chosen by California to become the new regional manager. When Robert leaves his open notebook by reception, Erin discovers a list which divides the office employees' names. Pam and Jim photocopy it, and the office goes crazy trying to figure out its meaning. The problem worsens when Robert invites the left-hand side to lunch. Eventually, California explains that the lists are of the ""winners"" and ""losers"". After hearing this, an impassioned Andy defends his fellow coworkers."
8,2,"Robert challenges the Dunder Mifflin staffers to double their sales. Andy decides to create an incentive program; he promises the office that he will tattoo a picture of their choosing on his buttocks if they meet the sales quota, which they do in only one day. The office then makes Andy get a tattoo of a puppy. Pam Halpert (Jenna Fischer) becomes unlikely friends with Angela Lipton (Angela Kinsey), who is also pregnant."
8,3,"The entire warehouse staff quits after winning the lottery, leaving Andy (Ed Helms) and Darryl Philbin (Craig Robinson) to scramble for replacements, while Jim Halpert (John Krasinski), Kevin Malone (Brian Baumgartner), Erin Hannon (Ellie Kemper) get a taste of the warehouse life. Darryl eventually confronts Andy about his jealous feelings that Andy was chosen as manager, and Andy delivers a speech that defends California's choice."
8,4,"Andy throws a garden party at Schrute Farms to impress Robert, with his parents (Stephen Collins and Dee Wallace) and brother (Josh Groban) in attendance. Andy is disappointed that even at his own party, his father shows obvious favoritism towards his brother. A conversation between Andy and his father is later broadcast via a baby monitor to the rest of the members of the office. In the meantime, Dwight Schrute (Rainn Wilson) works to make it a classy event, on the behest of a book that is an elaborate prank by Jim."
8,5,"Erin tries to make the annual Halloween party spooky and non-childish, with help from Gabe Lewis (Zach Woods). Dwight becomes friends with Robert's son (David Mazouz), and Pam and Jim debate the existence of ghosts. Meanwhile, Robert tries to figure out everyone's deepest fears in order to culminate the party with a specially-tailored ghost story."
8,6,"In order to improve efficiency, Dwight installs a doomsday device that will send an email to California and suggest the closing of the branch. After the maximum number of mistakes is made on the first day, the email is sent but the office works to counteract it; Jim is sent to distract California, whereas Pam—among others—attempts to talk Dwight into dismantling his machine. Meanwhile, Gabe attempts to court the new warehouse worker, Val (Ameenah Kaplan), by trying to put Darryl down."
8,7,"Pam trains a temporary worker, Cathy Simms (Lindsey Broad), to take her place while she is on maternity leave, and enlists Dwight's support when she tries to show that Jim finds her replacement attractive. Meanwhile, Robert surprises Andy, Kevin, and Darryl when he asks to join their band. However, he soon brings in several professional musicians and kicks the original three members out, forcing them to happily play outside by the dumpster. Pam makes a discovery about Jim’s health amidst the execution of her plans with Dwight."
8,8,"Andy takes some of the office staff on a field trip to Gettysburg for inspiration. After most of the office abandons him, Darryl and Jim confront Andy and tell him that he should stop trying so hard to impress his coworkers. Meanwhile, Gabe finds himself enjoying the trip when he is mistaken as an Abraham Lincoln impersonator. Robert tasks the remaining employees with coming up with a new business idea for Dunder Mifflin and becomes convinced that Kevin's simple ideas are elaborate metaphors."
8,9,"Robert tries to get Andy to not give his wife, Susan (Maura Tierney), a job in the office. After a confusing interview, Andy relents and gives Susan a job, and California is furious. After Susan learns the truth, she and California have a major fight. Meanwhile, Dwight opens a gym in the building and makes Darryl join in hopes of getting other office members to follow."
8,10,"Andy attempts to make everyone's Christmas wishes come true. Erin, upset about her unrequited feelings for Andy, drinks too much at the Christmas party and is escorted home by California. Meanwhile, Dwight and Jim are ordered to stop pranking one another, lest they forfeit their Christmas bonuses. Thus, they try to frame each other."
8,11,"When Oscar Martinez (Oscar Nunez) joins a trivia contest, Andy gets the entire office involved. Eventually, the team made up of Kevin, Erin, Kelly, and Meredith wins. Meanwhile, Dwight goes to Sabre headquarters to petition California to give him a job as a regional manager. California tries to get out of meeting with him, but eventually declines Dwight's request."
8,12,"When Robert decides to sell his mansion due to his divorce, Kevin suggests that he throw an office pool party, where Erin attempts to make Andy jealous by flirting with Dwight. Robert gives everyone a tour of his massive home, which increasingly makes everyone feel uncomfortable."
8,13,"After Jim fakes having jury duty to spend time with Pam and their newborn child, Dwight suspects something is awry and tries to trip Jim up with an investigation. Jim, worrying that he will get into trouble, confides in Andy, who understands and tries to help cover up the incident. Meanwhile, Angela gives birth to her son, whom Dwight believes is his son."
8,14,"Just as Pam's maternity leave ends, Dwight and Andy must select employees to accompany Dwight to Tallahassee, Florida, after he is sent on an assignment by corporate."
8,15,"Dwight and his group journeys to Tallahassee to meet with the President of Sabre's special projects, Nellie Bertram (Catherine Tate). The group discovers that Todd Packer (David Koechner) is participating in the same project, much to Jim and Dwight's chagrin. Although Dwight tries to impress his new boss, he has an emergency appendectomy. Andy fills in for Erin, and surprisingly enjoys himself."
8,16,"Dwight and Packer compete to be in charge of the Sabre store by trying to romantically woo Nellie. Cathy bothers Jim in his room and tries to seduce him, only to be foiled with help from Dwight. In Scranton, Andy has everyone stay late to cover for their co-workers in Florida."
8,17,"At the Sabre store opening, Dwight attempts to put on a theatrical presentation to impress Nellie. After a shaky start, an impromptu speech—originally supposed to be delivered by Ryan Howard (B. J. Novak)—given by Jim impresses the critical crowd. Andy is embarrassed after receiving a black eye, courtesy of a little girl."
8,18,"When California reveals he hates Nellie's business plan, Jim swings into action to keep Dwight from getting fired. Jim eventually delays Dwight long enough, and Packer—who takes Dwight's place at the meeting with California—is fired instead of Dwight. Andy learns that Erin is not going to return to Scranton."
8,19,"Andy drives to Florida to try to win back Erin. Nellie revisits the Scranton branch and takes over as regional manager, assuming that because the manager seat is vacant, she can have it. This usurping divides the office into pro-Andy and pro-Nellie factions."
8,20,"California forces the office to prepare a welcome party for Nellie, but the party planners seek to sabotage it. Soon, Jim and Dwight learn tragic information about Nellie that makes them think twice about pranking her. Meanwhile, Erin helps Andy break up with his current girlfriend Jessica (Eleanor Seigler)."
8,21,"Andy returns to the office to find Nellie in the manager's chair. Andy soon overreacts by punching a hole in a wall and is promptly fired. Meanwhile, Kelly Kapoor (Mindy Kaling) is forced to choose between Ryan and a new man, Ravi (Sendhil Ramamurthy), who is Pam and Jim's pediatrician."
8,22,"Newly fired Andy goes to a fundraiser held by Angela's husband Robert Lipton (Jack Coleman) and returns with 12 dogs. Dwight, who wants to win the entire auction, discovers that the winners must lose money. Nellie tries to bond with Darryl and he teaches her how to properly eat a taco."
8,23,"While drunk, Robert shuts down Dunder Mifflin's Binghamton branch. Andy prepares to make his comeback by temporarily forming his own rival paper company. Jim and Dwight work together to defeat a rival Dunder Mifflin salesman (Chris Bauer) who wants the Binghamton branch's clients."
8,24,"Dwight offers free family portraits in an elaborate scheme to obtain the DNA of Angela's child. After he steals a diaper, Angela pursues him in a high-speed car chase. After former CFO of Dunder Mifflin David Wallace (Andy Buckley) buys back the company, he re-installs Andy as manager and donates several million dollars to a mentor program California will join. California promptly leaves the office for good."
9,1,"Two new employees, Clark (Clark Duke) and Pete (Jake Lacy), are hired by the Scranton branch and cause trouble for Jim Halpert (John Krasinski) and Dwight Schrute (Rainn Wilson). Andy Bernard (Ed Helms) returns from manager training, hoping for revenge on Nellie Bertram (Catherine Tate). Oscar Martinez (Oscar Nunez) considers adopting Angela Martin's (Angela Kinsey) cat. Kevin Malone (Brian Baumgartner) ""saves"" a turtle. Kelly Kapoor (Mindy Kaling) leaves for Ohio, and Ryan Howard (B. J. Novak) follows after her."
9,2,"Jim and Pam Halpert (Jenna Fischer) are invited to Pam's former fiancé Roy Anderson's (David Denman) wedding. A toast that Roy gives leads Pam and Jim to search their relationships for buried secrets. Meanwhile, Dwight reacts to Nellie's mandatory charity initiative by maintaining that he will donate the money he raises to the Taliban, and Clark hits on Erin Hannon (Ellie Kemper) by dangling a fake newscaster job, but Andy takes the bait."
9,3,"Andy brags about his discovery that he is related to First Lady Michelle Obama. Darryl Philbin (Craig Robinson) finds his new job as Assistant Regional Manager difficult. Dwight attempts to teach Erin the Dothraki language from the HBO television series Game of Thrones so that she can impress Andy's educated family. Nellie and Pam bond, and Nellie tells Pam that Jim may be having an affair. Meanwhile, Jim reveals his plans of moving to Philadelphia to Darryl in the warehouse."
9,4,"When Jim convinces Dwight that the building is unsafe due to a radiation leak, Dwight rents a bus and sets up the office inside. Meanwhile, Nellie asks Andy for a letter of recommendation in order to adopt a baby; Erin, meanwhile, gives her pointers on how to fill out a proper application for adoption. Jim tries to make Pam happy with some pie."
9,5,"After inviting his former college a cappella group, Here Comes Treble, to perform for the office during Halloween, Andy gets angry when he hears that his college friend Broccoli Rob (Stephen Colbert) is telling a different story about the group. Dwight tries to track down a madman in the office; Jim and Pam fight over his new job."
9,6,"Andy must help his family when his dad loses all of their money. Meanwhile, Dwight is a guest on a radio show, and his co-workers call in to bother him. Kevin learns a secret about Oscar. This episode features the return of Andy's brother Walter Jr. (Josh Groban), who is now a drunk."
9,7,"Dwight is tasked with selling paper to an unknown woman—revealed to be Jan Levinson (Melora Hardin)—from the Scranton White Pages and Pam and the women of the office teach him how to interact with women. Angela fears that her husband, Robert (Jack Coleman), is cheating on her and enlists Oscar to help her spy on him at his yoga class. Meanwhile, Andy skypes into the office from his boat and Toby (Paul Lieberstein) convinces several of the men in the office to grow mustaches for ""Movember""."
9,8,"Angela goes to Dwight for help when she learns that her husband is having an affair with Oscar. Stanley Hudson (Leslie David Baker) and Phyllis Vance (Phyllis Smith) take advantage of Jim when he needs a favor, and Pete distracts Pam as she begins painting her mural."
9,9,"When the party planning committee forgets to plan the annual Christmas party, Dwight gets everyone to celebrate with a traditional Pennsylvania Dutch Christmas. Darryl fears that Jim has forgotten to include him in the new job in Philadelphia. Pete teaches Erin about his favorite movie Die Hard. Toby discusses the Scranton Strangler trial with Nellie."
9,10,"Pam accidentally brings lice into the office but lets Meredith Palmer (Kate Flannery) take the fall while Dwight vows to destroy the parasites; Jim spends a great day in Philadelphia with a potential business associate (Julius Erving); Nellie, Phyllis, and Kevin interfere with Darryl's love life."
